Time;Angle1;Angle2;AngularVel1;AngularVel2
27.3908;0.606987664046408;;-9.198724036344505;
99.4339;;;;
102.8471;-0.8725554379517315;;4.131484156085897;
105.8909;0.5310301048441824;;2.839233712980079;
107.047;0.0732631337392403;;-5.839632913766639;
109.7704;0.06869905857186637;;7.105585553408682;
116.7711;0.3347368373168145;;-37.7745890992485;
140.8554;-0.4308052128398795;;-4.300297335649241;
141.8188;-0.06413211500143186;;1.9218669300497002;
143.6976;-0.32609206112789485;;-1.7343138419450528;
143.896;-0.01826280951215947;;4.325142646576709;
165.5802;1.2490457723982544;;15.545275615591065;
167.1469;-0.07782415324548686;;22.245094451626148;
168.0682;;;;
170.1042;0.46364760900080615;;-14.963902677398494;
174.4203;-0.41031015589594416;;-7.12197301258229;
201.1936;0.05041595688882155;;0.4432328610233538;
219.4299;-0.5702379750540449;;-3.6477052641286374;
229.3951;0.10103726477533198;;-1.0561098969597438;
251.9607;0.3678274284963919;;-0.6373270309753315;
253.5202;0.12378777963311693;;-3.3951438189547116;
262.2405;-2.518281952679464;;-0.8585434646711214;
262.8033;-0.09603395700247248;;21.267442078427784;
267.6852;;;;
288.7268;0.11924720695800933;;20.241015910401565;
290.4477;-1.2189257593285694;;-14.516881671123368;
309.8539;;;;
317.5331;-0.027515989285454515;;10.222553135219616;
321.058;0.3635731947140995;;-2.8643918547787375;
326.1337;0.0732631337392403;;1.5315976143578218;
366.344;-0.48000606787496675;;-3.4252168439513837;
386.5889;0.18394345653717536;;3.349496423464502;
388.7083;-0.35930514376323863;;-8.162417000113834;
392.795;0.28269661559372833;;-0.13394768935990173;
395.6335;-1.178456182579381;;-16.97865996326827;
401.5083;-0.7724956536194104;;13.732464598374106;
415.7933;0.06869905857186637;;-88.28529503275327;
438.0394;-0.586733568695812;;-3.9513951747999645;
445.4022;-0.14254514265341445;;92.14174646202515;
450.7178;-0.8240885234829417;;36.783144262705626;
495.3284;-0.0823819305916904;;-5.6620333523833795;
542.4619;-0.036680787756650575;;2.216822659490409;
543.6626;-0.2782996590051114;;-10.98523149333002;
554.4214;;;;
570.3465;-0.37965675964474954;;2.2164538024255034;
579.1074;-0.44735577154616607;;11.094641578249604;
585.9503;0.19291931400804813;;5.293226840210281;
596.1145;0.21077567122580734;;5.751945018307498;
