Time;Angle1;Angle2;AngularVel1;AngularVel2
6.1123;-0.0;-0.004566178310495899;0.0;-0.06541802737100154
6.183;-0.0;-0.0;0.0;0.06458526606076277
6.2486;-0.0;-0.0;0.0;0.0
6.3146;-0.0;-0.0;0.0;0.0
6.3908;-0.0;-0.0;0.0;0.0
6.4727;-0.04126097255347968;0.08233375114393306;-0.5037969786749651;1.0052961067635284
6.534;-0.34209658365408546;0.6609735827416515;-4.907595613386707;9.439475229979074
6.6129;-1.0131641291382083;1.4468207332821366;-8.50529208471639;9.96003993080463
6.6745;-1.7875216405196368;1.4287509702490646;-12.570738821127021;-0.2933403089784392
6.7362;-2.0264918171382016;1.0928388283068928;-3.8730984865245452;-5.444281068754802
6.8;-1.9826973440858673;-0.02306593375460602;0.6864337469017955;-17.49067025174773
6.865;-1.624797827170865;-0.9725143414729484;5.506146414076926;-14.606898580282103
6.9423;-0.18394345653717536;-2.4080415939388757;18.63977193575274;-18.570857082353488
7.0273;1.1819079163179396;-0.5136184974873553;16.068839680648416;22.287330546488484
7.1043;1.6968216984072706;2.961565781601451;6.687191975186121;45.132263364789715
7.1787;1.8222404170729143;0.07471172196543566;1.6857354659360757;-38.801801876828264
7.255;1.1010759179539864;-2.3954164681040035;-9.451697236158973;-32.3738950205694
7.3393;-0.38985984582926964;2.440334472406804;-17.686070744759895;-17.170039936758972
7.4172;-1.448679716870133;-0.016034852500382883;-13.592039422860799;-31.532340499450196
7.4905;-1.6655344948107684;-2.875814860104998;-2.9584553607180935;-39.01473407373297
7.5728;-1.366321239204321;-0.019691471620749978;3.6356410158742087;34.70380787951697
7.6556;-0.2914567944778674;1.1057857902890933;12.98145464645479;13.592720554466744
7.727;1.6111331800919828;-1.2908050998425986;26.646918411342227;54.43409547686083
7.8052;2.634918777622041;-1.100470071846165;13.091887436445784;2.433951764660281
7.8895;2.9527585283902504;-0.00046080176270221784;3.7703410530036803;13.048745789839446
7.9663;3.1241271808034394;1.25649727377882;2.231362661630053;16.36664160861348
8.0468;-2.5377183670504357;2.542182623107566;7.718506327027566;15.971246575512588
8.1257;-1.0319344576633493;3.042334931417747;19.084713680444487;6.33906601153581
8.2015;0.8498250028230019;2.1486095627831423;24.82532269770938;-11.790572145575382
8.2818;2.109698377547349;-0.5619394490589087;15.689581254350298;-33.75528034672494
8.3611;2.4901830980753936;-2.7330019373468515;4.79804187298922;-27.377837178914813
8.4375;2.1514371001504142;1.8198285615063337;-4.433848140379336;-22.648623145633653
8.5173;1.749853331335657;0.5835438061542866;-5.032378055322738;-15.492290167318782
8.5976;0.9500185788432532;-0.4433647164847523;-9.960582222819552;-12.788400032864843
8.6789;-0.6197178539223276;0.3138389825174755;-19.30795120252853;-67.97025348311585
8.7592;-1.6651102781220772;-0.04369207233033722;-13.0185856064727;-4.4524415298607165
8.8349;-1.8827019109470278;-0.6481647782535569;-2.8743940927998963;-7.985108400570994
8.9167;-2.0722744839684415;-1.9876850534431272;-2.3175131176211607;-16.375553486424824
8.9901;-2.046371799512274;2.339960786921024;0.35289760839465667;-26.642227068330374
9.0705;-0.9764806758034611;-0.7729466575053848;13.307103528716718;-38.71775428391097
9.1498;0.5779019369622458;-2.752828501148346;19.601293981912654;-24.96698415690944
9.2328;1.9570639570362665;-2.597000018544432;16.616409880410206;1.8774515976375517
9.3147;2.2434668786019674;-0.7230865086958917;3.4969831693003357;22.88050683575724
9.4059;1.4715757029475922;1.1311550815106537;-8.463719031297916;20.331596383843564
9.4922;0.11470168850421761;2.0627750197491963;-15.722757988915191;10.795132540423488
9.5754;-0.675453700477764;-0.253683136068011;-9.497059963725771;47.67700903079798
9.6429;-1.2418516519079623;-2.872621790660377;-8.391080761928988;-38.79909117914673
9.7152;-1.503331302272992;0.8825535543213485;-3.616592674481725;-34.96555964312382
9.7977;-0.5639261414732747;-2.586594846296355;11.386729221814567;-42.050283643850264
9.8773;0.47790326237158354;0.47424871349856573;13.088309093528498;-40.48168024352634
9.9545;1.2819380539694176;-3.074816282669795;10.41495844038652;-45.97234450995316
10.0174;1.2533375915402656;2.018150166120063;-0.45469733591656053;-18.92239838457413
10.0949;1.343321346322069;-0.5935068621518428;1.1610807068619713;-33.69880036479854
10.1608;0.45955765225610934;-1.51845411478438;-13.410678210409266;-14.03561840110089
10.241;-1.074705744113556;0.7341440948077557;-19.130466288898663;-50.25669697739988
10.3134;-1.978613792268976;1.925093523809661;-12.48491779220193;16.449577748645098
10.3775;-2.1538728618140413;2.104585456821191;-2.734150850937064;2.800186162426371
10.4421;-2.0085016533065714;2.2567305758438434;2.250328305069178;2.3551876009698387
10.5029;-1.6740316159679929;2.139667293920145;5.501151929910794;-1.9253829263766076
10.5675;-0.4697825013586822;0.48348027473154787;18.641627161134714;-25.637569956479656
10.6317;0.35930514376323863;-1.138333966542024;12.914137774484832;-25.261904069681965
10.6905;1.5483785582835614;-1.9097683949064688;20.222336981638232;-13.1196331354498
10.755;1.8319722774125236;-0.8782474811972781;4.396801846960607;15.99257230556868
10.8182;1.5932140953062317;0.0703385516768082;-3.7778193371249684;15.009272672058716
10.8777;0.6790053086985441;1.9167956783432494;-15.364853556431294;31.032892885149405
10.9436;0.03209906277631699;2.30187686208931;-9.816483246164418;5.843417052292346
11.0084;-1.0358412530088001;1.2786196996640502;-16.480560428782677;-15.791005592982415
11.0731;-0.9500185788432532;-0.34688612084926196;1.3264710071954657;-25.123737565893464
11.1539;-0.801577981137087;1.8365630699715196;1.83713611022483;-50.739308370777294
11.2318;-0.29715349008386444;-0.1378134609617159;6.475282298500961;-25.345013234059625
11.2947;0.4738513364947604;2.933213335202913;12.25762840347559;-51.06770287782058
11.3561;1.0078825607531192;0.055815261649439195;8.697576942318687;-46.86316080706058
11.4229;1.2045987373785474;-1.4528276599158194;2.9448529434944057;-22.5844748737312
11.4997;0.4084888930726274;-2.815273092034357;-10.366013597733277;-17.740174897376694
11.5757;-0.8403589379188695;-3.0803028496521705;-16.43220830251997;-3.487233652866026
11.6372;-1.5707963267948966;2.591985050476051;-11.877030713431227;-9.933291171566815
11.7032;-1.6023174146123487;2.0060368684919467;-0.47759223965836006;-8.878002757334817
11.78;-0.8789751951822684;-0.14196794893604395;9.41851848216267;-27.968812726927457
11.8415;0.3304208573604277;-2.07666718959214;19.6649764641087;-31.45852423831022
11.9043;0.8981860631652412;-2.121741607064027;9.040847226191397;-0.7177455011447108
11.967;1.2875431479340975;-0.6906687872929131;6.209841862342077;22.824127907034836
12.0286;1.0117164732855353;0.7257436812797051;-4.477705757281831;22.993708905399526
12.0925;0.3983011087953111;2.8593594362373547;-9.599614467765859;33.389917917960865
12.1549;-0.3940878849352371;-1.2718746484136263;-12.698541566194635;34.48639779693266
12.2182;-0.908154438283088;0.46709025822502775;-8.121114586853894;27.47179947296456
12.2809;-1.1030754205663493;2.6918070437334163;-3.1087875962241993;35.481926403641815
12.3448;-0.7627483157512935;-2.9246360043865;5.325932782708352;10.434151158993512
12.4076;-0.013760599282182717;-1.4349191175879448;11.926555994730858;23.721606477683594
12.4729;-0.022827084521380755;0.09184172659669201;-0.13884357181007972;23.380717368831007
12.5476;0.3405616493058004;2.307392390426309;-79.247611423727;29.659312768803446
12.6099;1.0707275835795835;-2.91797968701936;11.720159458648117;16.97934558160367
12.6748;1.0342557830198922;-1.2245843227117994;-0.5619691919829198;26.09237849472369
12.7517;0.06413211500143186;1.7155535183583763;-12.615392301930532;38.233261912485936
12.8145;-0.36947117142413366;2.566760399435286;-6.904510930343282;13.554249698676674
12.8743;-1.0295949658548589;-2.7483496779344048;-11.03885943864104;16.18854899347673
12.9395;-1.1295027171861636;-2.4398248487898715;-1.5323274744064945;4.731975907124684
13.0159;-0.8339037756378318;-2.055134602173902;3.8690960935645733;5.035212652041512
13.0834;-0.18843522618204667;-1.2053347338374962;9.562497028974736;12.58962767905805
13.1469;-0.06413211500143186;-0.06932905925174725;1.9575293099309041;17.889853143082316
13.2058;0.36947117142413366;1.6690050005826622;7.361685677853465;29.51331171195966
13.2706;0.7273987701894953;1.843667652712662;5.523574055021015;2.6954112983024685
13.3342;1.0808390005411683;1.8396575274750093;5.557236326284237;-0.06305228361089327
13.3903;0.7821827403952535;1.9457206999156764;-5.323641000818379;1.8906091344147196
13.4575;0.42889677818765043;1.8827412338684846;-5.2572315804703065;-0.9371944352260733
13.5208;-0.15612636584334214;0.5869315786832218;-9.242071785639705;-20.47092662220007
13.5841;-0.17042368500560928;-0.7568715329960024;-0.2258660215208083;-21.229117088139432
13.6464;-0.6261035968613708;-2.125854302466695;-7.314284299450372;-21.974041243510154
13.7124;-0.856247122942058;-2.468780391968871;-3.487023122434615;-5.1958498409419995
13.7718;-0.9309415099548703;2.9914316583982634;-1.257481262841957;-13.854768633206225
13.8359;-0.4186881514383617;1.436643256640719;7.991472051739627;-24.255669294189527
13.9027;0.10511571618510372;-0.09589938727941803;7.8413752638244665;-22.94225514850544
13.981;0.8626633945384015;-2.3841723163404476;9.674938420859426;-29.224430767062778
14.0594;0.9109479005059741;2.911661763530937;0.6158738006067915;-12.5937656544413
14.137;0.414506874584786;2.323366325125409;-6.39743590104621;-7.581126783576363
14.2207;-0.09603395700247248;0.9785284312978947;-6.09965151239255;-16.067358349193654
14.2983;-0.09647377518258725;-1.5555911265137627;-0.005667760053025426;-32.65617986870753
14.3719;-0.606987664046408;-2.6103526408162594;-6.936330011736622;-14.330998835631597
14.4539;-0.8498250028230019;2.7919765478799947;-2.961430960690142;-10.742147786382002
14.527;-0.47594207147895834;1.1230696376295053;5.114677583365961;-22.83046388851609
14.5904;0.027515989285454515;-0.45452013022879445;7.940978876410116;-24.883119366849584
14.6527;0.6953200096971076;-2.478462409428977;10.719165656688077;-32.48703497913684
14.7155;0.8111988884988729;2.9308335382703965;1.845205076461199;-13.915435660512705
14.797;0.4126714019254927;2.4353322642555506;-4.889907810716314;-6.079770233310983
14.8733;0.10559653563169173;2.0656395643426806;-4.024572297428594;-4.845251637128059
14.9605;-0.12378777963311693;0.20654762328680779;-2.630554074137736;-21.319861709356516
15.108;-0.38985984582926964;-2.476493114725019;-1.8038784148891605;-18.19010669838516
15.1879;-0.6462383282345491;2.284198056830208;-3.208741957512872;-19.05499543960393
15.2693;-0.045839425881115045;-0.02742370785812177;7.375907891319957;-28.3983017774984
15.3404;0.5740794526711929;-2.275352010858339;8.718971568949321;-31.61643182841318
15.418;0.6170715305796513;3.002139878805106;0.5540216225316905;-12.959966720569076
15.4945;0.25383778904927784;2.3022244438428117;-4.748153484057099;-9.149221372056003
15.5553;-0.045839425881115045;0.8990944121348688;-4.928901561355113;-23.077796574143644
15.6213;0.05956249100001572;-0.4476893810528323;-93.60277864088718;-20.405815048298827
15.6837;-0.13800602365751877;-2.0691422933368475;-3.1661620938707333;-25.984822312243736
15.7456;-0.3652014497881731;-2.406654915630358;-3.670362296133372;-5.452546402156904
15.8243;-0.5968743606411847;-2.843873823258552;-2.943747278945527;-5.555513438731849
15.8859;-0.414506874584786;2.843587894345178;2.960511137279184;-9.670837493114497
15.9483;-0.21173149522928722;2.364334717985818;3.2496054383893918;-7.680339364733303
16.0121;0.32609206112789485;0.5993666116474539;8.429836306538835;-27.664076901855008
16.074;0.7821827403952535;-1.6184922852490213;7.368185448583979;-35.829707542753226
16.1395;0.6790053086985441;-2.106004646506599;-1.5752279648352545;-7.442936813092775
16.2033;0.12378777963311693;-2.1642436670447527;-8.70246910760899;-0.9128373125102905
16.279;-0.45344388150685183;-1.0764661526778991;-7.6252531194182245;14.369584073538126
16.3414;-0.723986808228892;-0.10683463459013352;-4.335623825673705;15.538966636021826
16.4062;-0.8339037756378318;1.2915030712962658;-1.6962494970515867;21.579285584667257
16.4707;-0.5905342437085764;1.4079727206534915;3.7731710376627308;1.8057309977863765
16.5315;0.22064718266034325;0.3316107542720712;13.34179977580451;-17.70332181548377
16.5929;0.9463319026536273;-1.1596271826164393;11.818969380998302;-24.287262815774177
16.6594;1.0584068664841588;-1.3645114715194884;1.685337801962846;-3.0809667504217293
16.7222;0.7886135863996432;-0.9112822419040998;-4.296071338925456;7.217025949289708
16.7857;0.40249944635150503;-0.13302679641934134;-6.08053763855358;12.255991267476961
16.8472;-0.45545107125089374;1.2536690451212427;-13.950414920363677;22.547899862447665
16.9072;-0.7433517614644372;1.3100809789879433;-4.798344836892492;0.9401988977783639
16.9742;-0.7853981633974484;0.2560018386755864;-0.6275582378061363;-15.732524482273943
17.0389;-0.28269661559372833;-1.414125082813542;7.769730259717228;-25.813399095658074
17.1047;-0.004587123789386096;-1.8568083647605345;4.226588021342625;-6.727709452082011
17.1843;0.5310301048441824;-1.8340008196641833;6.728859656200675;0.28652694844662574
17.2636;0.5270869569764385;-0.3664461378325651;-0.04972443717205513;18.506364209730386
17.339;0.0732631337392403;1.7196150949611373;-6.0188835973104515;27.666594599386578
17.4022;-0.21269589595340482;2.6704505874528275;-4.524668191339185;15.044865387526286
17.4666;-0.3347368373168145;2.9031223551318575;-1.8950456733448962;3.6129156471899555
17.5465;-0.414506874584786;3.0363984750283057;-0.9983734326404189;1.6680365443860425
17.6264;-0.240534247945905;2.777996664144494;2.177379557432844;-3.2340652175696687
17.6996;0.036680787756650575;2.009810757893237;3.78709065167426;-10.49434298157456
17.778;0.3983011087953111;0.3088259140808589;4.612504094880964;-21.696235252709325
17.8403;0.5803981873938742;-1.477154834122355;2.922906558564393;-28.66742774001927
17.9032;0.3940878849352371;-1.7657249852785601;-2.9620079882136694;-4.587760749701262
17.9705;-0.17042368500560928;-1.3097127545885416;-8.38798766628263;6.77581323462107
18.0459;-0.723986808228892;0.26853573697799893;-7.34168598439383;20.931677606983754
18.1077;-0.8369653093402847;0.9189727548664702;-1.8281310859448163;10.524870839618998
18.1873;-0.5372847143007717;1.1517295161391377;3.7648315959738174;2.9240799154858
18.251;0.23501221572065686;-0.10610144403666555;12.123970643978328;78.89096306128295
18.3152;0.8400061969283952;-1.1418163746907783;9.423582261802837;-16.13263131859999
18.3928;0.8335923267878048;-1.018642834793461;-0.08265296572925687;1.5872878852747003
18.454;0.5779019369622458;-0.21105824509307639;-4.1779475461693005;13.195826629091366
18.5151;-0.13737804082120628;1.1365637383765401;-11.706709947356064;22.056006276098575
18.579;-0.4349669510455797;1.2907614177492646;-4.657103446390799;2.413109223360309
18.6413;-0.6298033354204186;0.4593796504148086;-3.127389797348915;-13.344811674710268
18.7036;-0.48000606787496675;-0.44455193068538124;2.4044505223988875;-14.5093351701474
18.7671;-0.13800602365751877;-1.7147890821381713;5.385827467991505;-20.00373466854861
18.8309;0.05499037520814783;-1.9871765386259523;3.0250219257941224;-4.269395869714402
18.9056;0.40429118575669915;-1.7812068767149536;4.676048333983285;2.757291324109756
18.9675;0.30152210007168123;-0.26484131231502933;-1.660243710581835;24.49702042649257
19.0268;0.06413211500143186;0.893318492918455;-4.003203795451062;19.530519481171627
19.0919;-0.14254514265341445;2.1347606763361155;-3.1747658625937674;19.069772402729775
19.1546;-0.21717715185377756;2.471811440739045;-1.190303177039293;5.375610277558724
19.2171;-0.23608012159022193;2.3811812785598203;-0.3024475157831099;-1.4500825948675953
19.2776;-0.17042368500560928;1.6056922978150057;1.085230356770437;-12.817999681732239
19.3402;-0.0229317592964746;0.7889775002784691;2.356101049666697;-13.046562260967086
19.4029;0.383899069778045;-1.3066898137410894;6.488529969290632;-33.42372111673962
19.4669;0.37372681996555346;-1.8184977751480762;-0.15894140332018017;-7.996999396984162
19.5255;0.12832322768579418;-2.013778029203014;-4.18777461228244;-3.3324275435995094
19.5909;-0.17042368500560928;-1.2508129019155836;-4.567995606902169;11.666133444761872
19.6529;-0.34486782278093486;-0.4825767425495242;-2.8136151254085853;12.39090579622724
19.7134;-0.5474671517908118;1.1003083733833512;-3.348749239832616;26.16339034599746
19.7753;-0.414506874584786;1.3535238280223998;2.1479850921813055;4.090718168643665
19.8434;0.11015140432274856;0.8308415870517288;7.704233170448649;-7.675216460656231
19.9043;0.4228539261329404;0.10887014112586355;5.1346883712675035;-11.855031952805636
19.9669;0.7693223779490578;-0.9923987389669763;5.5346398053693076;-17.59215463407099
20.0254;0.7145492038528385;-1.0791306909182081;-0.9362935742943114;-1.4825974692517703
20.0912;0.20278150417940954;-0.2760446379186492;-7.777624615097774;12.204955212759362
20.1535;-0.47594207147895834;0.937557162953429;-10.894439416667138;19.479964700996295
20.2173;-0.6654554948093574;1.060246614509119;-2.970429832764851;1.923032156045282
20.2808;-0.6096002612999805;0.3413442068157473;0.8796099765256533;-11.32129775895115
20.3399;-0.37540003851617626;-0.3970956151032342;3.9627787273062767;-12.494751639914911
20.4032;0.13285337351901993;-1.3348582684242118;8.0292798109828;-14.814575881848425
20.4699;0.3347368373168145;-1.3450236314163062;3.026738587673042;-0.15240424276003342
20.5324;0.40249944635150503;-0.33836733135007374;1.084201744555049;16.10650080105972
20.5898;0.12378777963311693;1.2594253396426636;-4.855603949797598;27.836109250743956
20.6559;0.027515989285454515;1.6653969474342059;-1.4564567374835748;6.1417792404167955
20.7174;-0.15612636584334214;1.8033501126849902;-2.9860545549396695;2.243140898386653
20.7777;-0.21173149522928722;1.5079525405845589;-0.9221414491865159;-4.89879887397083
20.8423;-0.03209906277631699;-0.05028286781537578;2.780687808869413;-24.121291151700948
20.9057;0.11924720695800933;-0.9784659667016218;2.3871651377654786;-14.64011196981509
20.9678;0.12832322768579418;-1.806809425313512;0.14615170254081666;-13.33886406782412
21.03;0.0229317592964746;-1.6564260697260846;-1.6943965978990096;2.4177388358107033
21.0906;-0.05041595688882155;-1.2371271910452764;-1.210358352892729;6.9191234105746995
21.1534;-0.3217505543966423;0.3719366886707853;-4.320614609996949;25.62203630121001
21.2185;-0.36947117142413366;1.048476480122678;-0.7330355918201721;10.392316304944988
21.2776;-0.13285337351901993;1.3861909650592852;4.003685243741294;5.7142890852217
21.3402;0.05956249100001572;1.1129327269995695;3.073735854936683;-4.365147572838925
21.4062;0.44735577154616607;-0.08912505802657289;5.875655765850857;-18.21299674282063
21.4687;0.5349550737860965;-0.6214963681296566;1.4015888358388873;-8.51794096164934
21.5276;0.32463239079915346;-0.7964099019799036;-3.5708435142094817;-2.9696695050975075
21.5907;-0.18394345653717536;0.03686510114877533;-8.05983910200222;-86.36941844771835
21.6549;-0.3983011087953111;0.4441405346764276;-3.338904240780767;6.343854104791781
21.7165;-0.48618477611001815;0.49075095442050043;-1.42668291095307;0.7566626581830181
21.7791;-0.37540003851617626;0.18248072450812847;1.7697242427131357;-4.924444567290306
21.8427;-0.2839778314182762;0.011320745757297376;1.437456086444947;-2.6911946344469877
21.9035;-0.5624979310690726;0.7216898658336462;-4.58092269162491;11.683702632834606
21.9663;-1.5437758776076318;2.1479061149988357;-15.625445008575957;22.710449827471425
22.0251;-2.14531935465324;2.2746384562451216;-10.2303312422726;2.155311925957319
22.0909;-2.9800179423733497;1.6454668762968903;-12.685388871125717;-9.56187811471433
22.1546;2.6896632581913815;1.0890727333619996;-9.631147670563289;-8.734601929904475
22.2176;2.300003703991108;0.9552521737424615;-6.185072288892998;-2.1241358669767147
22.2782;1.334551066076459;0.3899527897769168;-15.931561681760586;-9.32837267269917
22.3424;0.7693223779490578;-0.20047451952769862;-8.804185173323576;-9.196687060819103
22.4036;-0.8596948121976123;0.04184051757114702;-26.617927943573267;-98.7070305568757
22.466;-1.588812395348952;0.30199389997233184;-11.684576653066296;4.16912471796769
22.5286;-2.384224530152191;-0.2467203881633366;-12.706264134237095;91.60496835533449
22.5889;-2.7464650601476825;-1.3017236979445872;-6.007305638399723;-17.495908951596768
22.6549;-2.9527585283902504;-1.9447026920439905;-3.125658609735759;-9.742105971202712
22.716;2.5024774815853013;2.9699986130539893;-13.550724995156106;-22.39744684257959
22.7791;1.9446857616057522;2.3622228510432812;-8.839805387948674;-9.63194551522538
22.8417;1.0117164732855353;0.5636881158194819;-14.903662752719177;-28.730586824661437
22.9049;0.7338310174546121;-0.9338837898281583;-4.396921769476498;-23.69575800075308
23.0342;-0.908154438283088;-0.39438583402757604;-12.699036780647619;4.172451320963608
23.1821;-3.0892387920665185;1.970018226107172;-14.74702064762293;15.986504801451987
23.2574;1.9966885259366396;2.998953633308849;-15.899840493710416;13.664480839331313
23.3554;0.5412013609400378;-1.612293567928492;-14.851909846904256;17.06059291777819
23.4487;-1.2576415492242052;2.2243076386278977;-19.28020268128893;41.121127615824435
23.5741;-2.6425963173192906;-2.105651724559738;-11.044296396292316;15.575964465645217
23.651;3.03671571485956;-1.7392747115880982;-7.852708387525977;4.764330467771746
23.7378;2.468223452618333;-2.094334017807477;-6.549450025820571;-4.0905450025273975
23.8061;1.2875431479340975;-1.573847562072025;-17.28668088849522;7.620592324091464
23.8715;0.3983011087953111;-0.10419998376873188;-13.596973075516539;22.471675509224543
23.9481;-1.3609680150352412;1.8546066288929253;-22.96695984113019;25.571887893755612
24.0101;-1.9867663770547517;0.3332102066061635;-10.09352196805643;-24.538651972366665
24.0754;-1.8515514750331328;-1.0166858550332247;2.0706723127354527;-20.67222146461638
24.1539;-1.6655344948107684;2.7266236274787756;2.3696430601574536;-32.3551060467201
24.2301;-0.48618477611001815;-1.1568836453960496;15.477030429143694;-50.96466237368534
24.3084;0.8240885234829417;2.4069509164065104;16.734014043333097;-34.72989457697409
24.3877;1.8588517738455224;-0.6446755830020575;13.048716902428522;-38.48204917286974
24.4627;1.8643853142036464;-2.9354775211921003;0.07378053810831765;-30.544025842532744
24.5458;0.9689755073347405;1.6345106719288858;-10.775087928627263;-20.61609042188493
24.6237;0.5412013609400378;-1.1883289270905848;-5.491324087223424;-36.23670858818336
24.6978;-0.8468095185660047;-1.0271415093010383;-18.731590816545435;2.175268796080209
24.7754;-2.006618117655047;1.0793228996534348;-14.945987101662851;27.145159909207006
24.8413;-2.3749422933900894;2.2677316366094797;-5.589137719803444;18.03351649402215
24.9166;-1.98448554007376;-3.0709273807316335;5.185348649619346;12.54350982521236
24.9949;-1.5212872682703023;-2.7914946681747765;5.9156867407847304;3.568744732526806
25.0718;-0.19379845306233717;-2.0831969661605565;17.262533357711217;9.210633316179905
25.1341;0.22611297710519354;1.0576009805025608;6.7401513670550175;50.41409224178321
25.2138;1.1801892830972098;3.0002480469647836;11.970844491744396;24.3744926783218
25.2747;1.6695729188625594;-1.336491404661381;8.035856088100955;31.96134409775724
25.356;1.297441003271461;0.2826573807985717;-4.577268334453723;19.915729218449023
25.433;0.34486782278093486;2.994120390658739;-12.37108026611102;35.213805322860146
25.4954;-0.7789466400044797;-0.4411217385422135;-18.009847160022602;45.64011503170871
25.5747;-1.4756301202409299;2.699185664139716;-8.785415892010729;39.60034555714921
25.654;-1.0888580748372703;-1.6589729713863592;4.877327180374023;24.275241761078338
25.7368;-0.8789751951822684;0.7783982777274205;2.534817387137738;29.436850834707887
25.8121;0.23501221572065686;1.0874942017711713;14.793989520622757;4.104859549053678
25.8874;1.5123045653352492;-0.9205283947937463;16.962713806303004;56.77506919807104
25.9472;1.8601181971038927;-1.4505260929073656;5.816281467703148;-8.862837761097433
26.0232;1.9966885259366396;-1.9609894132573158;1.7969780109571838;-6.71662263618351
26.0874;1.3989909429716998;-1.8865860688947136;-9.309931198830897;1.1589305975483284
26.1509;0.8335923267878048;-1.2408481748626516;-8.903915215494237;10.169100693418102
26.2088;-0.681873488886904;1.454533487794288;-26.17384828453726;46.55236032222688
26.2726;-1.6561738576016871;1.7233372594024496;-15.2711656538366;4.21322526031598
26.3345;-1.791892452368512;1.2553519085935076;-2.1925459574608985;-7.560344924215804
26.3916;-1.3477199657769783;-0.4780658131884972;7.77885265484271;-30.35757831492025
26.458;-0.882494474295422;-1.4134555452298656;7.006408004240514;-14.087194759659583
26.5195;0.3347368373168145;-2.0493301530985533;19.79237905060472;-10.339424518189652
